sentiment,text
5,I'll never buy another brand again. Amazon batteries last! Quality and affordable!
5,What else can you say Amazon ROCKS and so do their batteries!!!
5,GREAT!
4,HOPE THEY WORK!
5,"First of all- buying batteries is never fun . It's also quite expensive. I fell in love with the fact , I could buy these Amazon branded batteries through prime and get them in two days .But guess what. I got them in 1 day!!! Plus , I stocked up for all those dang Christmas toys for my triplets. If I buy one, I have to buy three!!!!They lasted just as long as a standard battery . Plus , I love that they come in a nice cardboard sleeve. Rather than the ones at the store where they all fall out when you rip the plastic from the cardboard.To wrap up- these were very impressive."
5,These work great. I primarily use them in my xbox 36 controller and they last as long if not longer than any other brand i have used. I highly recommend them.
5,"good price, worked fine"
5,Cheep and effective these batteries compare to mainstream manufacturers without issue. The price tag is so much lower that even if you didn't like them or felt that a major manufacturer was somehow better than this you probably still wouldn't regret the purchase. They hold their charge and last just as long as anything else. Amazon Strikes again with a great product
5,Seems to be as good as the average battery bought in a store. Nice amount for a good price. I buy all my batteries from Amazon now
5,"Batteries can be expensive! However, Amazon has taken the opportunity to sell a good quality product. There are plenty of batteries for the cost, and in these times of uncertainty we need to be prepared for our family. During times of power outage batteries are so comforting because they allow us to maintain a sense comfort. They also sell these in triple a, c, and d. The price is good compared to other brands, and the quality of Amazon is backing the product. Safe and good buy for any consumer."
5,Great for the price and last long
5,stronger than duracell and so much cheaper. amazon keep up the great work
2,Does not last as long as Duracell quantum. These were sent as a supplement
1,"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these."
5,Great value
5,"Batteries were inexpensive, work well in multiple devices.I hate running out of triple A batteries!"
5,Perfectly sent perfectly usable
5,Amazon batteries over good performance at a great price. Nice option to replace more expensive name brand batteries.
4,They're batteries. Significantly more cost effective than Duracel Energizer. Rated 4* because I can't yet say how they last compared to the two big brands but so far they're performing well.
4,Love this particular packaging arrangement. I think 48-count is the way to go in the future.
5,"Amazon's batteries are great. I've had no problems with them leaking or corroding. They last as long as any other AA battery I've used too.The AmazonBasics brand has been great for so many different things, and I definitely recommend these batteries."
5,"I just love Amazon's batteries. They last just as long as the name brand batteries, but are much less expensive."
4,"Great batteries. So why not 5 stars I haven't used them long enough yet to know their life expectancy, and it would have been more convenient to have the packaging to be resealable or with fewer in the same container. I ordered 20 and it came in two 10-pack sealed plastic things. Not a big deal, since I took care when opening them. All remotes and appliances that I've inserted the new batteries into are still working perfectly after a month. That's all I ask."
